Hotel_Name,Hotel_Rating,City,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Hotel_Price,Hotel_Link
Nu Delhi Homestay - Deluxe Double Room,4.6,delhi,House,Free parking,Free Wi-Fi,1 bathroom,2 beds,Air conditioning,Crib,Fitness center,Heating,1999.0,https://www.agoda.com/search?text=Nu%20Delhi%20Homestay%20-%20Deluxe%20Double%20Room%20delhi%20India
The Leela Ambience Convention Hotel Delhi,4.5,delhi,5-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,9809.0,https://www.agoda.com/search?text=The%20Leela%20Ambience%20Convention%20Hotel%20Delhi%20delhi%20India
Hotel City Park- Hotels in Delhi,4.2,delhi,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,5376.0,https://www.agoda.com/search?text=Hotel%20City%20Park-%20Hotels%20in%20Delhi%20delhi%20India
Hotel Mayda Residency By Mayda Hospitality Pvt. Ltd.,4.6,delhi,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Accessible,1212.0,https://www.agoda.com/search?text=Hotel%20Mayda%20Residency%20By%20Mayda%20Hospitality%20Pvt.%20Ltd.%20delhi%20India
JRD Pride,4.4,delhi,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,4720.0,https://www.agoda.com/search?text=JRD%20Pride%20delhi%20India
Radisson Blu Hotel New Delhi Paschim Vihar,4.4,delhi,5-star hotel,Breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Fitness center,Spa,Bar,7285.0,https://www.agoda.com/search?text=Radisson%20Blu%20Hotel%20New%20Delhi%20Paschim%20Vihar%20delhi%20India
IIDL Suites,4.3,delhi,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,5720.0,https://www.agoda.com/search?text=IIDL%20Suites%20delhi%20India
Park Inn by Radisson New Delhi IP Extension,4.3,delhi,4-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,6828.0,https://www.agoda.com/search?text=Park%20Inn%20by%20Radisson%20New%20Delhi%20IP%20Extension%20delhi%20India
IIDL Suites,3.8,delhi,Apartment,Free breakfast,Air conditioning,Airport shuttle,Elevator,Fireplace,Fitness center,Hot tub,Kitchen,6163.0,https://www.agoda.com/search?text=IIDL%20Suites%20delhi%20India
"Welcomhotel By ITC Hotels, Dwarka, New Delhi - Contemporary Hotel in the Capital | Ideal for Business & Leisure Travellers",4.5,delhi,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,8141.0,https://www.agoda.com/search?text=Welcomhotel%20By%20ITC%20Hotels%2C%20Dwarka%2C%20New%20Delhi%20-%20Contemporary%20Hotel%20in%20the%20Capital%20%7C%20Ideal%20for%20Business%20%26%20Leisure%20Travellers%20delhi%20India
Sarovar Portico Naraina,3.9,delhi,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Kitchen,Airport shuttle,4536.0,https://www.agoda.com/search?text=Sarovar%20Portico%20Naraina%20delhi%20India
Hyatt Centric Janakpuri New Delhi,3.8,delhi,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,7484.0,https://www.agoda.com/search?text=Hyatt%20Centric%20Janakpuri%20New%20Delhi%20delhi%20India
"Taj Palace, New Delhi",4.7,delhi,5-star hotel,Breakfast,Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,15050.0,https://www.agoda.com/search?text=Taj%20Palace%2C%20New%20Delhi%20delhi%20India
The Pamposh,3.7,delhi,3-star hotel,Free breakfast,Free Wi-Fi,Air conditioning,Restaurant,Full-service laundry,Business center,Kid-friendly,Bar,3931.0,https://www.agoda.com/search?text=The%20Pamposh%20delhi%20India
Caves by Craftels,4.7,delhi,Breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Spa,Restaurant,Room service,5040.0,https://www.agoda.com/search?text=Caves%20by%20Craftels%20delhi%20India
Bloomrooms @ Janpath,4.4,delhi,3-star hotel,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Full-service laundry,6451.0,https://www.agoda.com/search?text=Bloomrooms%20%40%20Janpath%20delhi%20India
Ramada by Wyndham New Delhi Pitampura,3.9,delhi,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Accessible,6305.0,https://www.agoda.com/search?text=Ramada%20by%20Wyndham%20New%20Delhi%20Pitampura%20delhi%20India
Bloom Boutique | GK-1,4.2,delhi,3-star hotel,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,4659.0,https://www.agoda.com/search?text=Bloom%20Boutique%20%7C%20GK-1%20delhi%20India
The Grand Parisian,4.2,delhi,3-star hotel,Free breakfast,Wi-Fi,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,Airport shuttle,4673.0,https://www.agoda.com/search?text=The%20Grand%20Parisian%20delhi%20India
amigosindia,4.5,delhi,1-star hotel,Breakfast,Free Wi-Fi,Paid parking,Air conditioning,Pet-friendly,Restaurant,Kitchen,Airport shuttle,706.0,https://www.agoda.com/search?text=amigosindia%20delhi%20India
Holiday Inn Express New Delhi Int'l Airport T3,4.2,delhi,3-star hotel,Free breakfast,Free Wi-Fi,Air conditioning,Fitness center,Spa,Paid parking,Bar,Restaurant,14081.0,https://www.agoda.com/search?text=Holiday%20Inn%20Express%20New%20Delhi%20Int%27l%20Airport%20T3%20delhi%20India
"Welcomhotel By ITC Hotels, Dwarka, New Delhi - Contemporary Hotel in the Capital | Ideal for Business & Leisure Travellers",4.5,delhi,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,10195.0,https://www.agoda.com/search?text=Welcomhotel%20By%20ITC%20Hotels%2C%20Dwarka%2C%20New%20Delhi%20-%20Contemporary%20Hotel%20in%20the%20Capital%20%7C%20Ideal%20for%20Business%20%26%20Leisure%20Travellers%20delhi%20India
Treebo Trend Lazystay Grand - Hotel in Bhubaneswar,4.1,bhubaneswar,Free breakfast,Free Wi-Fi,Paid parking,Pool,Restaurant,Room service,Kitchen,Full-service laundry,No beach access,2920.0,https://www.agoda.com/search?text=Treebo%20Trend%20Lazystay%20Grand%20-%20Hotel%20in%20Bhubaneswar%20bhubaneswar%20India
"MAYFAIR Convention, Bhubaneswar",4.5,bhubaneswar,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Hot tub,Air conditioning,Fitness center,Spa,Bar,6476.0,https://www.agoda.com/search?text=MAYFAIR%20Convention%2C%20Bhubaneswar%20bhubaneswar%20India
Hello Stay Hotel Bhubaneswar,4.2,bhubaneswar,Breakfast,Free Wi-Fi,Paid parking,Air conditioning,Kitchen,Airport shuttle,Full-service laundry,Kid-friendly,Accessible,1231.0,https://www.agoda.com/search?text=Hello%20Stay%20Hotel%20Bhubaneswar%20bhubaneswar%20India
Hotel SJ Pride,4.8,bhubaneswar,2-star hotel,Free Wi-Fi,Pool,Restaurant,Kitchen,Airport shuttle,Full-service laundry,Room service,Spa,1239.0,https://www.agoda.com/search?text=Hotel%20SJ%20Pride%20bhubaneswar%20India
Empires Hotel Bhubaneswar,4.1,bhubaneswar,3-star hotel,Breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Fitness center,Spa,Bar,3646.0,https://www.agoda.com/search?text=Empires%20Hotel%20Bhubaneswar%20bhubaneswar%20India
"MAYFAIR Convention, Bhubaneswar",4.5,bhubaneswar,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Hot tub,Air conditioning,Fitness center,Spa,Bar,5975.0,https://www.agoda.com/search?text=MAYFAIR%20Convention%2C%20Bhubaneswar%20bhubaneswar%20India
"Mango Hotels–Prangan, Bhubaneswar",4.1,bhubaneswar,3-star hotel,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Kitchen,Airport shuttle,3126.0,https://www.agoda.com/search?text=Mango%20Hotels%E2%80%93Prangan%2C%20Bhubaneswar%20bhubaneswar%20India
Mayfair Lagoon,4.6,bhubaneswar,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,10779.0,https://www.agoda.com/search?text=Mayfair%20Lagoon%20bhubaneswar%20India
Venus Inn Restaurant,4.1,bhubaneswar,4-star hotel,Free breakfast,Free Wi-Fi,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Kid-friendly,1948.0,https://www.agoda.com/search?text=Venus%20Inn%20Restaurant%20bhubaneswar%20India
Ginger Bhubaneshwar,3.9,bhubaneswar,2-star hotel,Free Wi-Fi,Paid parking,Air conditioning,Fitness center,Breakfast,Full-service laundry,Kid-friendly,Bar,2959.0,https://www.agoda.com/search?text=Ginger%20Bhubaneshwar%20bhubaneswar%20India
THE GREENSTAR INN PREMIUM,4.6,bhubaneswar,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Kitchen,Accessible,1512.0,https://www.agoda.com/search?text=THE%20GREENSTAR%20INN%20PREMIUM%20bhubaneswar%20India
IRA By Orchid Bhubaneswar ( Formerly Vits Bhubaneswar ),4.1,bhubaneswar,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service,3782.0,https://www.agoda.com/search?text=IRA%20By%20Orchid%20Bhubaneswar%20%28%20Formerly%20Vits%20Bhubaneswar%20%29%20bhubaneswar%20India
Swosti Premium - Luxury 5-Star Hotel in Bhubaneswar,4.3,bhubaneswar,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,6215.0,https://www.agoda.com/search?text=Swosti%20Premium%20-%20Luxury%205-Star%20Hotel%20in%20Bhubaneswar%20bhubaneswar%20India
"Vivanta Bhubaneswar, DN Square",4.6,bhubaneswar,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Fitness center,Spa,9089.0,https://www.agoda.com/search?text=Vivanta%20Bhubaneswar%2C%20DN%20Square%20bhubaneswar%20India
"Welcomhotel By ITC Hotels, Bhubaneswar-LEED Platinum Certified Premium Hotel Near the Airport| 1.5 hrs away from Puri",4.7,bhubaneswar,4-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,7616.0,https://www.agoda.com/search?text=Welcomhotel%20By%20ITC%20Hotels%2C%20Bhubaneswar-LEED%20Platinum%20Certified%20Premium%20Hotel%20Near%20the%20Airport%7C%201.5%20hrs%20away%20from%20Puri%20bhubaneswar%20India
Hotel Excellency (A Unit of Excellency Resorts Pvt. Ltd.),4.1,bhubaneswar,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,3395.0,https://www.agoda.com/search?text=Hotel%20Excellency%20%28A%20Unit%20of%20Excellency%20Resorts%20Pvt.%20Ltd.%29%20bhubaneswar%20India
Super OYO Townhouse 235 Swain Heritage,4.4,bhubaneswar,Apartment,Paid parking,Free parking,Air conditioning,Cable TV,Free Wi-Fi,No airport shuttle,No beach access,No elevator,2044.0,https://www.agoda.com/search?text=Super%20OYO%20Townhouse%20235%20Swain%20Heritage%20bhubaneswar%20India
Treebo Trend Oasis,4.2,bhubaneswar,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Kitchen,Full-service laundry,2854.0,https://www.agoda.com/search?text=Treebo%20Trend%20Oasis%20bhubaneswar%20India
IRA By Orchid Bhubaneswar ( Formerly Vits Bhubaneswar ),4.1,bhubaneswar,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service,4367.0,https://www.agoda.com/search?text=IRA%20By%20Orchid%20Bhubaneswar%20%28%20Formerly%20Vits%20Bhubaneswar%20%29%20bhubaneswar%20India
The Westin Goa,4.6,goa,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,20650.0,https://www.agoda.com/search?text=The%20Westin%20Goa%20goa%20India
The LaLiT Golf & Spa Resort Goa,4.4,goa,5-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,16756.0,https://www.agoda.com/search?text=The%20LaLiT%20Golf%20%26%20Spa%20Resort%20Goa%20goa%20India
Casa Seaesta Beach Cottages and Suites,3.6,goa,3-star hotel,Free breakfast,Air conditioning,Airport shuttle,Pool,Smoke-free,Free parking,Free Wi-Fi,No beach access,2466.0,https://www.agoda.com/search?text=Casa%20Seaesta%20Beach%20Cottages%20and%20Suites%20goa%20India
Radisson Resort Goa Baga,4.8,goa,4-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,4397.0,https://www.agoda.com/search?text=Radisson%20Resort%20Goa%20Baga%20goa%20India
W Goa,4.5,goa,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Fitness center,Spa,7435.0,https://www.agoda.com/search?text=W%20Goa%20goa%20India
"The Hosteller Goa, Arpora",4.3,goa,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Restaurant,Accessible,1157.0,https://www.agoda.com/search?text=The%20Hosteller%20Goa%2C%20Arpora%20goa%20India
Grand Hyatt Goa,4.6,goa,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,20307.0,https://www.agoda.com/search?text=Grand%20Hyatt%20Goa%20goa%20India
Little India Beach Cottages,4.0,goa,House,Free parking,Air conditioning,5 bathrooms,Air conditioning,Pool,Free parking,Free Wi-Fi,No airport shuttle,6947.0,https://www.agoda.com/search?text=Little%20India%20Beach%20Cottages%20goa%20India
"Holiday Inn Resort Goa, an IHG Hotel",4.6,goa,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Beach access,11934.0,https://www.agoda.com/search?text=Holiday%20Inn%20Resort%20Goa%2C%20an%20IHG%20Hotel%20goa%20India
Agonda Paradise Beach Huts,4.2,goa,Free breakfast,Free breakfast,Air conditioning,Fireplace,Cable TV,Paid parking,Free Wi-Fi,No beach access,No crib,4200.0,https://www.agoda.com/search?text=Agonda%20Paradise%20Beach%20Huts%20goa%20India
Pitruchaya Sea View Cottages by Vyom Trails,4.1,goa,Breakfast,Free Wi-Fi,Free parking,Paid parking,Pool,Air conditioning,Paid parking,Kitchen,Bar,1617.0,https://www.agoda.com/search?text=Pitruchaya%20Sea%20View%20Cottages%20by%20Vyom%20Trails%20goa%20India
The LaLiT Golf & Spa Resort Goa,4.4,goa,5-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,11855.0,https://www.agoda.com/search?text=The%20LaLiT%20Golf%20%26%20Spa%20Resort%20Goa%20goa%20India
"Whoopers Boutique Hotel, Anjuna",4.9,goa,Breakfast,Free Wi-Fi,Free parking,Pool,Pool,Beach access,Restaurant,Full-service laundry,Spa,1612.0,https://www.agoda.com/search?text=Whoopers%20Boutique%20Hotel%2C%20Anjuna%20goa%20India
"The Hosteller Goa, Candolim",4.7,goa,Free Wi-Fi,Free parking,Pool,Air conditioning,Breakfast,Room service,Full-service laundry,Kid-friendly,No fitness center,1315.0,https://www.agoda.com/search?text=The%20Hosteller%20Goa%2C%20Candolim%20goa%20India
Tropical Bay,3.8,goa,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Bar,Kitchen,Kid-friendly,Full-service laundry,1344.0,https://www.agoda.com/search?text=Tropical%20Bay%20goa%20India
Cola Goa Beach Resort,4.3,goa,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Spa,Beach access,Bar,12744.0,https://www.agoda.com/search?text=Cola%20Goa%20Beach%20Resort%20goa%20India
Blue Lagoon Resort | Room & Restaurant,3.9,goa,Villa,Free breakfast,Free parking,Fireplace,Paid parking,Free Wi-Fi,No air conditioning,No crib,No elevator,4487.0,https://www.agoda.com/search?text=Blue%20Lagoon%20Resort%20%7C%20Room%20%26%20Restaurant%20goa%20India
Radisson Blu Resort Goa Cavelossim Beach,4.4,goa,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,15898.0,https://www.agoda.com/search?text=Radisson%20Blu%20Resort%20Goa%20Cavelossim%20Beach%20goa%20India
"Vivanta Goa, Miramar",4.5,goa,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Pet-friendly,Fitness center,Restaurant,Room service,11788.0,https://www.agoda.com/search?text=Vivanta%20Goa%2C%20Miramar%20goa%20India
Mayfair on Sea,4.5,goa,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Restaurant,Room service,Bar,Restaurant,Kid-friendly,10620.0,https://www.agoda.com/search?text=Mayfair%20on%20Sea%20goa%20India
"The Zuri White Sands, Goa Resort & Casino",4.4,goa,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,16795.0,https://www.agoda.com/search?text=The%20Zuri%20White%20Sands%2C%20Goa%20Resort%20%26%20Casino%20goa%20India
The Queeny,3.4,goa,3-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service,1435.0,https://www.agoda.com/search?text=The%20Queeny%20goa%20India
"Holiday Inn Goa Candolim, an IHG Hotel",4.7,goa,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service,15503.0,https://www.agoda.com/search?text=Holiday%20Inn%20Goa%20Candolim%2C%20an%20IHG%20Hotel%20goa%20India
"Taj Holiday Village Resort and Spa, Goa",4.7,goa,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,26550.0,https://www.agoda.com/search?text=Taj%20Holiday%20Village%20Resort%20and%20Spa%2C%20Goa%20goa%20India
ibis Mumbai Vikhroli,4.5,mumbai,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Fitness center,Restaurant,Room service,Airport shuttle,7392.0,https://www.agoda.com/search?text=ibis%20Mumbai%20Vikhroli%20mumbai%20India
The Lalit Mumbai,4.4,mumbai,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,14278.0,https://www.agoda.com/search?text=The%20Lalit%20Mumbai%20mumbai%20India
JW Marriott Mumbai Juhu,4.6,mumbai,5-star hotel,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Breakfast,Beach access,5725.0,https://www.agoda.com/search?text=JW%20Marriott%20Mumbai%20Juhu%20mumbai%20India
Empire Royale Hotel,4.4,mumbai,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Restaurant,Kitchen,Full-service laundry,Bar,1582.0,https://www.agoda.com/search?text=Empire%20Royale%20Hotel%20mumbai%20India
"The Taj Mahal Palace, Mumbai",4.7,mumbai,5-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,33021.0,https://www.agoda.com/search?text=The%20Taj%20Mahal%20Palace%2C%20Mumbai%20mumbai%20India
Grand Hyatt Mumbai Hotel & Residences,4.5,mumbai,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Pet-friendly,Fitness center,14025.0,https://www.agoda.com/search?text=Grand%20Hyatt%20Mumbai%20Hotel%20%26%20Residences%20mumbai%20India
Shahana Guest House,3.1,mumbai,2-star hotel,Breakfast,Free Wi-Fi,Air conditioning,Full-service laundry,Bar,Full-service laundry,Fitness center,Room service,635.0,https://www.agoda.com/search?text=Shahana%20Guest%20House%20mumbai%20India
SAINA RESORT,3.6,mumbai,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Accessible,Kid-friendly,5082.0,https://www.agoda.com/search?text=SAINA%20RESORT%20mumbai%20India
Stay Villa Dormitory (for Male and Female),5.0,mumbai,Bungalow,Free breakfast,Free Wi-Fi,7 bathrooms,Air conditioning,Kid-friendly,Kitchen,Smoke-free,No fitness center,952.0,https://www.agoda.com/search?text=Stay%20Villa%20Dormitory%20%28for%20Male%20and%20Female%29%20mumbai%20India
Hotel Milan International,3.9,mumbai,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Accessible,1389.0,https://www.agoda.com/search?text=Hotel%20Milan%20International%20mumbai%20India
Gagal Home BKC Suite | Rooms & Caretaker,3.7,mumbai,Free breakfast,Free Wi-Fi,Air conditioning,Elevator,Fireplace,Kitchen,Paid parking,Free Wi-Fi,No crib,4208.0,https://www.agoda.com/search?text=Gagal%20Home%20BKC%20Suite%20%7C%20Rooms%20%26%20Caretaker%20mumbai%20India
Qubestay Airport Capsule Hotel And Hostel,4.1,mumbai,Free breakfast,Free Wi-Fi,Air conditioning,Restaurant,Full-service laundry,Kid-friendly,Air conditioning,Room service,Bar,1334.0,https://www.agoda.com/search?text=Qubestay%20Airport%20Capsule%20Hotel%20And%20Hostel%20mumbai%20India
"Ginger Mumbai, Goregaon",4.0,mumbai,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,Bar,4031.0,https://www.agoda.com/search?text=Ginger%20Mumbai%2C%20Goregaon%20mumbai%20India
The Lalit Mumbai,4.4,mumbai,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,11101.0,https://www.agoda.com/search?text=The%20Lalit%20Mumbai%20mumbai%20India
